MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367607880,2020-06-14T00:00:00,21.31377,-157.86672,0.0,354.0,511.0,CAPT MILLIONS I,IMO8847844,WDH3493,30,,24,8,,,B
258641000,2020-06-14T00:00:10,28.21473,-89.04959,16.3,149.0,147.0,CLIPPER ORION,IMO9372420,LAHX6,80,0,204,32,12.1,,A
366868000,2020-06-14T00:00:08,39.18989,-76.46935,0.0,90.0,511.0,CAPTAIN BUD,IMO9175999,WCX7378,31,0,27,8,2.9,,A
367626880,2020-06-14T00:00:11,29.37064,-89.54991,0.0,190.8,295.0,HIGMAN LEGACY,,WDH5331,31,5,33,,,,A
316014836,2020-06-14T00:00:05,48.42509,-123.37957,1.2,248.9,245.0,OCEAN GAYLE,,,31,0,12,5,0.6,31,A
367610270,2020-06-14T00:00:09,37.90438,-86.74432,5.2,143.2,142.0,WARREN W HINES,,WDH3729,31,12,39,13,,,A
367516350,2020-06-14T00:00:10,46.19028,-123.85670,0.0,0.0,511.0,MISS MOLLY,,WDG2509,60,,13,4,,,B
367419770,2020-06-14T00:00:02,28.99351,-90.25830,9.0,137.7,511.0,MS JANE,IMO8978150,WDE9656,60,5,29,7,,70,A
319619000,2020-06-14T00:00:15,26.71447,-80.04912,0.1,274.4,271.0,TOP FIVE,IMO9334478,ZCOR3,37,0,47,9,2.3,37,A
368010320,2020-06-14T00:00:11,47.37265,-124.96877,7.6,338.2,338.0,RICHARD O,IMO7626190,WDJ7810,31,11,38,10,4.2,,A
319974000,2020-06-14T00:00:34,26.71532,-80.04755,0.2,196.0,358.0,PIPE DREAMS,IMO8979726,ZCNB2,60,0,45,8,2.3,37,A
366757230,2020-06-14T00:00:33,36.44224,-74.69733,3.6,194.5,179.0,GARY CHOUEST,IMO9132313,WCY7287,90,0,81,18,7.0,38,A
367507220,2020-06-14T00:00:11,29.90600,-90.10492,0.0,314.0,511.0,TEDDY MEYER,,WDF9635,31,12,27,,,,A
338233568,2020-06-14T00:00:13,40.54292,-74.14138,0.0,67.7,511.0,TIGHT LINES,,,37,,,,,,B
338128375,2020-06-14T00:00:16,33.39318,-118.36833,0.2,176.0,511.0,MISS SEPTEMBER,,,37,,12,,,,B
338232349,2020-06-14T00:00:17,41.48116,-71.31747,0.0,127.7,511.0,MARE,IMO0000000,,37,,15,4,,,B
368011010,2020-06-14T00:00:19,33.71910,-118.27957,0.0,114.4,511.0,HATTENUFF,IMO0000000,WDJ7882,37,,15,5,,,B
366966210,2020-06-14T00:00:12,39.39117,-76.07038,8.4,246.2,246.0,MCALLISTER SISTERS,IMO7638480,WAE7159,31,0,36,10,4.1,52,A
368093750,2020-06-14T00:00:27,47.92205,-122.68517,0.0,299.7,108.0,COUPE DE COEUR,IMO0000000,WDK8397,37,,12,4,,,B
367515090,2020-06-14T00:00:32,39.21137,-76.58095,0.0,288.0,511.0,GEORGETOWN,,WDG2383,31,0,23,7,,,A
367684470,2020-06-14T00:00:01,29.81848,-93.98908,0.0,307.2,511.0,CROSBY 2,,WDI3051,90,3,45,13,,,A
367186360,2020-06-14T00:00:34,30.02858,-94.03300,0.0,207.0,353.0,CAPT TIMMY CALLAIS,,WDD7434,31,0,26,9,,,A
636091554,2020-06-14T00:00:03,29.35210,-94.78225,0.1,86.0,41.0,GASCHEM ATLANTIC,IMO9371660,A8PH9,80,1,128,17,8.6,89,A
367327120,2020-06-14T00:00:10,41.63317,-70.90798,0.1,121.0,263.0,GAY HEAD,IMO8123418,WCY2060,60,0,71,15,3.7,,A
367755650,2020-06-14T00:00:13,29.44346,-94.83997,8.9,336.3,336.0,KAYLIN NICOLE,,WDJ2146,31,5,,,,,A
338117601,2020-06-14T00:00:00,41.59518,-71.36063,5.8,353.6,511.0,FISH BOX,,,37,,,,,,B
367107680,2020-06-14T00:00:17,29.31462,-94.77875,0.0,58.6,511.0,EXCALIBUR,,WDC9865,60,5,30,7,,,A
215535000,2020-06-14T00:00:13,29.73926,-95.12378,0.0,272.3,162.0,SEASCOUT,IMO9255660,9HSM7,80,5,243,42,14.9,,A
636090747,2020-06-14T00:00:33,28.02529,-89.80634,12.0,3.1,8.0,CHEMTRANS SEA,IMO9270490,A8EL8,80,0,228,32,14.0,80,A
636014865,2020-06-14T00:00:17,26.03827,-84.67940,12.9,142.0,143.0,KOUTALIANOS,IMO9332016,A8WZ2,70,0,229,36,14.7,70,A
338109829,2020-06-14T00:00:24,18.33942,-65.63137,0.0,93.3,511.0,EL ARQUERO,,,37,,14,,,,B
366939170,2020-06-14T00:00:29,29.78195,-93.33577,0.0,353.4,79.0,ELIZABETH,IMO8851144,WSN6409,31,12,23,7,,,A
338180213,2020-06-14T00:00:02,37.50236,-122.48061,0.0,41.0,511.0,DROPNIN,,,37,,7,,,,B
319010700,2020-06-14T00:00:16,26.09827,-80.16737,0.0,246.3,215.0,ODESSA,IMO9516612,ZCYV3,37,5,48,9,2.5,,A
367600870,2020-06-14T00:00:04,30.12292,-90.94462,9.0,353.1,356.0,EUGENIE P JONES,,WDH2755,31,0,39,12,,,A
367799460,2020-06-14T00:00:05,36.86937,-76.00524,0.0,232.9,511.0,MAGIC,,WDJ6605,37,,,,,,B
366920340,2020-06-14T00:00:07,40.79183,-73.98940,0.2,280.1,8.0,LINCOLN SEA,IMO9219006,WDH2997,31,1,37,12,6.3,,A
367513750,2020-06-14T00:00:27,29.35562,-90.24995,0.0,360.0,511.0,MASTER TYLER,IMO9653226,WDG2256,30,5,30,8,,,A
477027400,2020-06-14T00:00:10,26.15957,-79.38217,10.4,197.8,196.0,FENG HE HAI,IMO9747522,VRPK3,70,0,199,,,,A
378112414,2020-06-14T00:00:21,29.66898,-81.21572,0.0,224.2,511.0,Y NUT COCONUT,,ZJL9398,,0,,,,,A
367843900,2020-06-14T00:00:02,29.80124,-95.06404,0.1,324.1,511.0,JB BLOOMER,,WDG9108,52,0,15,9,3.0,52,A
367335590,2020-06-14T00:00:24,41.51454,-90.50060,0.0,301.0,511.0,CELEBRATION BELLE,,WCY3314,60,,40,,,,B
367579350,2020-06-14T00:00:06,59.63883,-145.62003,8.9,89.9,92.0,OCEAN PATHFINDER,IMO7028996,WDG8613,31,0,41,11,5.2,,A
366971000,2020-06-14T00:00:02,42.03949,-124.26838,0.1,198.4,219.0,YAQUINA,IMO7923445,AEPD,90,3,60,17,3.7,,A
477007600,2020-06-14T00:00:25,28.04453,-94.41062,10.7,7.0,6.0,DHT EDELWEISS,IMO9315082,VRDJ9,80,0,331,58,22.2,,A
366995770,2020-06-14T00:00:20,29.76382,-95.09825,0.0,245.3,227.0,ARABIAN,,WDC2629,31,12,16,6,,57,A
366942080,2020-06-14T00:00:31,28.41606,-80.62310,0.0,360.0,511.0,ELIZABETH S,IMO8991059,WDB7403,31,0,23,9,3.1,,A
338339496,2020-06-14T00:00:10,37.54591,-76.33473,0.0,261.8,511.0,LADY J,,,37,0,18,6,2.0,37,A
367390640,2020-06-14T00:00:08,29.01401,-89.39607,0.0,117.2,511.0,LIL C,,WDE7224,31,0,14,5,,,A
367153110,2020-06-14T00:00:30,27.83431,-97.38703,0.0,1.9,511.0,EMMA D,,WDD5060,31,12,19,6,,,A
319123900,2020-06-14T00:00:20,26.11193,-80.10869,0.1,260.9,191.0,ALESSANDRA,IMO9331969,ZGHC3,37,3,47,8,2.3,37,A
367181980,2020-06-14T00:00:10,57.78444,-152.42232,0.0,28.1,511.0,DAWN,IMO7207932,WYZ3813,30,15,27,7,,30,A
477767300,2020-06-14T00:00:17,29.73478,-95.14438,0.1,125.8,96.0,SHOU CHEN SHAN,IMO9632296,VRMH9,70,5,189,32,12.8,70,A
367597640,2020-06-14T00:00:02,40.73555,-73.94685,0.0,18.0,24.0,PORT RICHMOND,IMO9648051,WDH2442,90,0,88,21,4.6,,A
367543860,2020-06-14T00:00:19,40.50647,-80.09506,4.3,287.0,289.0,GEORGETOWN,IMO7202413,WDG5154,31,0,25,9,,,A
368926038,2020-06-14T00:00:28,41.32372,-88.98435,102.3,360.0,293.0,CHANNAHON,,AEOG,,15,,,,,A
338127553,2020-06-14T00:00:32,41.00347,-72.29376,0.0,350.9,20.0,INDISCRETION,,,37,0,31,6,,37,A
303683000,2020-06-14T00:00:02,48.53890,-125.38655,12.0,119.7,111.0,COASTAL NOMAD,IMO8213249,WDC6439,30,0,58,12,3.6,,A
367029470,2020-06-14T00:00:07,42.36278,-71.03152,0.1,215.1,196.0,CHELSEA,,WDC4722,50,0,16,5,,50,A
366988450,2020-06-14T00:00:33,29.87041,-89.94304,0.1,282.1,511.0,WENDY C,,WDI9985,31,15,18,7,,,A
367598280,2020-06-14T00:00:05,29.44021,-90.72104,6.3,10.3,511.0,MISS BETH,,WDH2506,31,15,17,7,,,A
367666680,2020-06-14T00:00:03,40.77865,-73.93585,2.7,59.1,511.0,LOOKFAR,,WDH9304,37,,14,,,,B
366997480,2020-06-14T00:00:11,46.75333,-92.09426,0.0,16.2,511.0,NORTH CAROLINA,,WAI9281,31,15,26,7,,,A
367637980,2020-06-14T00:00:19,30.05030,-90.51537,4.2,278.0,261.0,RAY A ECKSTEIN,,WDH6440,31,12,51,14,,31,A
368006860,2020-06-14T00:00:08,30.20699,-91.04668,0.0,320.0,292.0,LIZ HEALY,IMO9840685,WDJ7456,,0,,,,,A
367657270,2020-06-14T00:00:33,48.36853,-124.61318,0.0,48.6,344.0,MICHELE FOSS,IMO9748564,WDH8371,31,5,39,12,5.2,,A
367097570,2020-06-14T00:00:28,27.84039,-97.06879,2.0,166.2,511.0,ARNOLD W OLIVER,,WCW4973,60,15,27,13,,,A
338129072,2020-06-14T00:00:04,33.84920,-118.39899,0.0,109.1,511.0,FREE SPIRIT,,,37,,10,,,,B
367435470,2020-06-14T00:00:02,37.97911,-76.19432,9.2,339.1,340.0,DIVEMASTER,,WDF3068,37,0,,,,37,A
371407000,2020-06-14T00:00:29,23.71517,-81.93145,11.1,254.6,252.0,ATLANTIC OASIS,IMO9531650,3FEZ4,70,0,179,28,10.1,79,A
367679530,2020-06-14T00:00:30,39.14440,-76.25076,0.0,131.7,511.0,CHASE'N GRACE,,WDI2570,37,,16,,,,B
367717450,2020-06-14T00:00:28,29.15946,-92.89942,2.5,134.2,511.0,LUCKY LILY,IMO8969757,WDI6317,30,,26,7,,,B
338106792,2020-06-14T00:00:15,38.84249,-76.20678,3.9,46.7,46.0,KAUILA,IMO0000000,KAUILA,37,,11,4,,,B
368097120,2020-06-14T00:00:16,34.72366,-76.66413,0.0,93.6,511.0,WIND KNOT,IMO0000000,,37,,16,5,,,B
338212867,2020-06-14T00:00:14,40.38750,-73.97982,4.4,188.6,511.0,S & P,,,37,,,,,,B
366996610,2020-06-14T00:00:09,28.95053,-95.33390,0.0,238.7,511.0,OLD PUSH,,WDC2704,31,5,14,6,,57,A
367428270,2020-06-14T00:00:20,38.68854,-76.44888,10.5,359.8,2.0,CHARLES BURTON,IMO9569449,WDF2455,31,0,29,9,3.6,31,A
367435470,2020-06-14T00:00:02,37.97911,-76.19432,9.2,339.1,340.0,DIVEMASTER,,WDF3068,37,0,,,,37,A
367763490,2020-06-14T00:00:27,29.36845,-94.89074,0.0,302.3,251.0,C J STUDDERT,,WDJ2968,31,5,,,,,A
367738780,2020-06-14T00:00:30,33.56230,-79.08626,0.0,53.5,511.0,EAGLE,,WDI8456,37,,,,,,B
366759530,2020-06-14T00:00:28,47.58931,-122.35018,0.0,240.5,357.0,GUIDE,IMO9188556,WDE7328,31,0,31,10,3.4,52,A
338122482,2020-06-14T00:00:32,41.08044,-72.38788,0.0,360.0,511.0,MIST,,,37,,13,,,,B
367744170,2020-06-14T00:00:26,56.98996,-132.96810,5.9,184.2,182.0,LADY ROSEMARY,IMO7730317,WDI8989,30,0,23,6,,,A
338031889,2020-06-14T00:00:18,36.72689,-76.24412,1.4,274.9,511.0,GOOSE CREEK,,,31,8,18,7,,52,A
319074000,2020-06-14T00:00:32,26.08718,-80.18406,0.1,256.1,354.0,OUR WAY,,ZCMU4,37,0,31,8,,,A
367393020,2020-06-14T00:00:01,28.04926,-96.98506,5.8,221.3,219.0,EMMA M SAVAGE,,WDE7411,31,12,27,10,,,A
367316510,2020-06-14T00:00:03,41.63538,-70.90882,0.0,360.0,511.0,ZIBET,IMO8969898,WDD9800,30,2,26,7,,,A
366971370,2020-06-14T00:00:12,47.01459,-91.67158,0.0,256.3,296.0,EDWIN H GOTT,IMO7606061,WDH7558,70,0,304,32,9.8,,A
338094482,2020-06-14T00:00:23,33.45495,-117.68668,3.2,270.8,511.0,SEA-AT-LAST,,,37,,9,3,,,B
338247603,2020-06-14T00:00:16,26.11069,-80.11744,0.0,258.0,511.0,TANZANITE,,WDC8826,37,5,44,9,2.8,37,A
338101828,2020-06-14T00:00:27,47.66253,-122.91544,0.0,360.0,511.0,MERRIE ELLEN,,,60,,25,6,,,B
367504910,2020-06-14T00:00:33,29.36256,-94.89437,5.6,276.9,278.0,DENIA,IMO9333292,WDF9413,31,0,29,10,3.7,52,A
564345000,2020-06-14T00:00:25,37.80817,-122.33896,0.0,31.7,236.0,EVER LUCENT,IMO9629067,9V9792,70,5,334,45,14.2,74,A
338326507,2020-06-14T00:00:18,33.61278,-117.91128,4.9,301.1,511.0,INCOGNITO,IMO0000000,,37,,0,0,,,B
367590860,2020-06-14T00:00:30,36.84910,-76.31506,0.0,276.6,103.0,SUN CHIEF,IMO8971566,WDG9758,31,0,19,,,,A
368311000,2020-06-14T00:00:32,37.79051,-122.28802,0.0,5.8,511.0,MISS TAMMY,,WDG2944,60,0,27,6,,,A
367734940,2020-06-14T00:00:32,38.83319,-82.15239,0.0,150.3,511.0,PENNY P,,WDI8062,31,15,14,,,52,A
366917130,2020-06-14T00:00:30,35.25472,-90.10212,0.0,279.4,343.0,DENNIS COLLINS,,WL5395,31,0,28,9,,,A
366727190,2020-06-14T00:00:02,40.64106,-74.12909,0.0,164.4,353.0,JILL REINAUER,IMO7042813,WCW9655,31,0,30,8,3.8,52,A
367314610,2020-06-14T00:00:06,36.93085,-76.33038,0.2,259.4,511.0,STEVEN MCALLISTER,IMO8741777,WDD9664,31,15,33,8,4.1,52,A
367741120,2020-06-14T00:00:20,48.52223,-122.60854,0.0,29.5,80.0,A J,IMO8890310,WDI8684,31,5,29,9,,,A
303303000,2020-06-14T00:00:03,47.65881,-122.37864,0.0,267.7,267.0,DEFENDER,IMO8516861,WDB7740,30,0,36,8,,,A
316004661,2020-06-14T00:00:02,47.70728,-122.46535,5.8,188.7,190.0,OCEAN WARLOCK,,,31,0,14,6,0.3,,A
338214051,2020-06-14T00:00:21,33.75966,-118.12611,0.0,104.6,511.0,CF6697SK,,,37,,5,,,,B
367751960,2020-06-14T00:00:07,32.03583,-81.04645,0.0,82.5,511.0,CHRYSALIS,,WDI9767,37,,,,,,B
367576060,2020-06-14T00:00:03,39.26926,-76.58066,0.1,344.6,199.0,BRIDGET MCALLISTER,IMO9369215,WDG8300,31,0,23,10,4.6,,A
367712610,2020-06-14T00:00:10,40.30895,-79.87891,0.0,262.9,511.0,USS-3,,WDI5849,31,15,20,,,,A
367444940,2020-06-14T00:00:02,29.14943,-90.20372,0.0,194.0,260.0,WILDCAT,IMO9076296,WDH8013,60,0,46,9,,69,A
367710650,2020-06-14T00:00:30,29.76745,-95.07828,0.0,283.6,511.0,CHAS GUIDRY,,WDI5643,31,0,18,8,,57,A
367004760,2020-06-14T00:00:33,30.76459,-88.02945,4.2,27.0,511.0,JOE CAIN,,WDC3254,31,15,27,10,,,A
368002840,2020-06-14T00:00:25,41.79882,-86.74839,0.0,141.0,511.0,CHARISMA,IMO0000000,,37,,0,0,,,B
366596000,2020-06-14T00:00:31,27.85001,-97.22147,0.0,281.6,196.0,SOUTHERN RESPONDER,IMO9043940,WBO8580,90,15,64,13,4.5,54,A
311037500,2020-06-14T00:00:01,29.99698,-90.44464,0.7,277.8,274.0,WICKO,IMO9393474,C6YL6,70,0,190,23,10.1,,A
367149890,2020-06-14T00:00:22,41.69545,-71.18058,0.1,280.5,220.0,IONA MCALISTER,IMO8023618,WDD4840,31,0,35,10,4.2,31,A
367774160,2020-06-14T00:00:30,30.39361,-91.22228,0.1,310.5,27.0,SCF EXPLORER,,WDJ4075,31,12,,,,,A
367892000,2020-06-14T00:00:02,59.60532,-151.42300,0.0,196.6,296.0,SOUTHERN WIND,IMO8019801,WDD3741,30,0,43,9,3.5,,A
367469790,2020-06-14T00:00:31,25.77876,-80.18427,0.0,47.3,511.0,SEA SPIRIT,,WDF6023,37,,19,5,,,B
367309970,2020-06-14T00:00:05,33.45207,-118.50164,0.1,131.0,511.0,AGUA MAR,,WDD9333,37,,10,4,,,B
369970588,2020-06-14T00:00:05,32.66696,-117.12039,0.0,0.0,84.0,FORT WORTH,,NAWC,90,0,115,,,35,A
366892160,2020-06-14T00:00:08,49.52064,-123.48470,0.0,360.0,511.0,LOGAN,,WDB3865,31,0,9,4,,,A
367463060,2020-06-14T00:00:18,47.33181,-122.50773,0.0,10.8,7.0,WSF CHETZEMOKA,IMO9347669,WDF5502,60,5,83,19,3.2,,A
367680370,2020-06-14T00:00:21,35.74620,-75.66473,6.2,155.3,511.0,COASTAL TRADER,,WDI2655,31,0,21,8,,90,A
367475530,2020-06-14T00:00:28,38.58010,-90.21991,0.1,249.0,511.0,CHARLIE NEWTON,,WDF6561,31,0,18,7,,31,A
367719020,2020-06-14T00:00:24,54.37679,-131.44130,10.8,111.9,108.0,BERING TITAN,IMO9819064,WDI6469,31,0,,,,,A
367105180,2020-06-14T00:00:33,37.08534,-89.15241,5.7,51.4,51.0,JOHN REID GOLDING,,WDC9663,31,12,27,9,,57,A
366955010,2020-06-14T00:00:31,48.51491,-122.60840,0.0,19.5,511.0,PATRICIA LEE,,WDI6183,37,5,18,5,,37,A
636017454,2020-06-14T00:00:11,29.61777,-89.89385,0.0,120.4,297.0,SBI ZEUS,IMO9714733,D5LA6,70,5,199,,,,A
367766260,2020-06-14T00:00:19,42.35465,-70.92945,0.2,180.7,511.0,MISS ILA,IMO5072905,WDJ3260,31,0,25,7,3.1,,A
338214927,2020-06-14T00:00:28,27.94024,-82.45577,0.0,214.8,511.0,INVICTUS II,,,37,,17,,,,B
367774870,2020-06-14T00:00:03,18.28563,-65.63328,0.1,20.4,511.0,SHANNON,,WDJ4148,37,,,,,,B
367368850,2020-06-14T00:00:15,29.94665,-90.22281,4.1,330.5,511.0,MELISSA LEE,,WDE5584,31,0,21,7,,31,A
338182588,2020-06-14T00:00:21,35.08549,-76.60096,0.0,137.8,511.0,CARRY-ON,,,37,,19,,,,B
367093970,2020-06-14T00:00:27,38.32045,-76.45507,0.0,279.4,511.0,CAPT STEVE,,WYB7050,31,0,17,6,,52,A
338186356,2020-06-14T00:00:33,41.18944,-71.58143,0.0,34.0,511.0,TIL,,,37,0,16,4,,97,A
367505670,2020-06-14T00:00:32,30.11343,-90.99218,8.5,97.0,104.0,JEFFREY G,,WDF9488,31,0,43,15,,,A
367179250,2020-06-14T00:00:03,37.73645,-122.34516,0.7,29.1,511.0,AILINE ELIZABETH,,WCX4766,60,0,18,5,,60,A
369356000,2020-06-14T00:00:03,29.12215,-90.20114,0.2,337.0,184.0,TED SMITH,IMO9670315,WDG6554,90,0,91,18,5.8,,A
368086640,2020-06-14T00:00:01,31.97938,-81.05579,0.0,164.8,511.0,BLUEMOON,IMO0000000,WDK7668,37,,15,6,,,B
367529030,2020-06-14T00:00:04,46.19034,-123.82953,0.0,256.6,511.0,CONNOR FOSS,,WDG3727,,0,19,,,,A
367310520,2020-06-14T00:00:05,44.39496,-124.28623,4.6,187.6,193.0,MEGAN-RENEE,,WDD9378,,11,52,15,,,A
367707670,2020-06-14T00:00:02,40.73613,-74.01809,32.2,355.0,511.0,NYPD 316,,WDI5351,,0,,,,,A
367610590,2020-06-14T00:00:08,28.78988,-90.60905,0.1,229.4,511.0,SEA CYPRESS,,WDH3758,31,0,22,,,,A
367771090,2020-06-14T00:00:33,30.72263,-88.05427,0.0,281.3,511.0,GRAESTONE EXPRESS,,WDJ3760,31,0,44,10,,31,A
367179790,2020-06-14T00:00:20,29.23044,-90.21318,0.0,145.9,511.0,LADY EVE,IMO8658011,WDD6945,60,8,43,9,2.7,,A
538006719,2020-06-14T00:00:15,40.64845,-74.11321,0.0,52.6,70.0,ELANDRA SPRUCE,IMO9746243,V7JM5,80,5,183,,,,A
367682240,2020-06-14T00:00:15,29.51204,-93.76592,2.9,254.1,511.0,LADY MARIE,IMO8963961,WDI2837,30,,24,7,,,B
368039090,2020-06-14T00:00:02,48.75402,-122.50497,0.0,360.0,8.0,ELEKTRA BLUE,IMO0000000,WDK2803,30,,21,6,,,B
369285000,2020-06-14T00:00:27,59.19215,-152.11908,21.0,0.0,1.0,NORTH STAR,IMO9232280,KIYI,70,0,255,35,9.0,70,A
368034940,2020-06-14T00:00:28,37.05552,-88.51484,0.0,173.5,511.0,JACIE E,,WDK2377,31,9,36,10,2.5,31,A
235003070,2020-06-14T00:00:02,40.72123,-70.36319,3.6,265.8,271.0,KOMMANDOR IONA,IMO8401999,GAAK,90,3,75,16,6.5,90,A
367321640,2020-06-14T00:00:23,38.74713,-73.60920,3.1,53.6,511.0,DONNY C,IMO7049732,WCX8112,30,,27,7,,,B
316018031,2020-06-14T00:00:03,43.27326,-79.79841,0.0,202.3,18.0,ALGOMA GUARDIAN,IMO8505850,CFK9698,70,0,222,23,9.7,,A
271042759,2020-06-14T00:00:21,37.00595,-76.22815,7.7,280.8,277.0,NEVZAT KALKAVAN,IMO9365867,TCMO2,70,0,182,28,11.0,,A
366986710,2020-06-14T00:00:29,28.65837,-96.04539,5.3,240.2,511.0,MR EARL,,WDA2229,31,5,21,7,,0,A
366903920,2020-06-14T00:00:21,30.04111,-90.68475,0.0,167.1,236.0,PAUL T MORAN,IMO7390777,WDB4930,31,5,45,12,6.1,,A
368031660,2020-06-14T00:00:24,39.64539,-75.55530,0.0,358.4,47.0,JOKER,IMO8969317,WDK2018,12,0,24,8,0.0,12,A
368088750,2020-06-14T00:00:02,41.38104,-71.51216,0.0,43.3,511.0,,IMO0000000,,37,,0,0,,,B
367433620,2020-06-14T00:00:33,36.96277,-89.09490,0.0,169.5,511.0,LLOYD DUNNING,IMO7207724,WDF2930,31,15,24,9,,31,A
367409250,2020-06-14T00:00:05,60.54412,-145.76596,0.0,187.1,511.0,ABBY LOUISE,IMO0000000,WDE8760,30,,17,4,,,B
210950000,2020-06-14T00:00:04,26.01834,-79.19646,0.2,190.8,95.0,VARAMO,IMO9395044,C4SQ2,70,1,166,25,9.5,,A
368027410,2020-06-14T00:00:04,29.22815,-92.66426,7.1,176.3,511.0,ST. FRANCIS,IMO0000000,WDJ9581,30,,30,8,,,B
367767780,2020-06-14T00:00:06,38.08326,-76.39656,0.4,360.0,2.0,SAGA,,WDJ3413,37,,,,,,B
248162000,2020-06-14T00:00:34,28.02955,-86.64583,2.9,95.0,94.0,OCEAN CENTURY,IMO9485033,9HA4542,70,0,186,32,12.7,70,A
368018340,2020-06-14T00:00:11,45.60945,-122.66555,0.0,265.0,511.0,EXPEDITIOUS,IMO0000000,WDJ8639,37,,11,4,,,B
367556670,2020-06-14T00:00:32,29.50053,-94.87160,5.1,150.5,147.0,KENNY BILLIOT,,WDG6408,31,0,19,,,,A
369970937,2020-06-14T00:00:08,24.56713,-81.79999,0.0,209.1,511.0,FORT JEFFERSON,,,90,,,,,,B
367006310,2020-06-14T00:00:00,28.94188,-89.40307,0.2,343.4,23.0,CHARLIE G,IMO8424422,WDC3345,31,0,19,7,,,A
367319330,2020-06-14T00:00:10,38.40358,-82.55689,0.0,194.2,511.0,MATTHEW T,IMO8851352,WDE2022,31,15,17,6,,31,A
538005516,2020-06-14T00:00:23,32.01205,-80.66773,0.2,37.4,42.0,YANGTZE LEGEND,IMO9706827,V7EQ9,70,1,179,30,10.6,,A
368136770,2020-06-14T00:00:14,36.96060,-76.28905,0.1,360.0,511.0,PARALLAX,IMO0000000,WDL4983,36,,15,7,,,B
369342000,2020-06-14T00:00:26,29.54756,-90.69375,0.0,127.8,511.0,PRIDE,,WDJ9627,79,0,31,7,2.7,79,A
367664760,2020-06-14T00:00:27,44.02856,-69.00708,2.7,8.4,511.0,TIMBERWIND,,WDH9109,60,,21,5,,,B
367119340,2020-06-14T00:00:02,40.35763,-70.45064,8.5,319.4,511.0,HEATHER LYNN,IMO8409989,WXX7462,30,,25,7,,,B
368098000,2020-06-14T00:00:33,28.91267,-89.42354,1.6,29.0,31.0,STUYVESANT,IMO7915838,WNFX,90,3,124,21,8.4,33,A
367373640,2020-06-14T00:00:07,38.89366,-90.20111,4.4,302.0,310.0,FRANK T STEGBAUER,,WDE5944,31,0,34,10,,,A
316013007,2020-06-14T00:00:23,44.23261,-76.47705,0.0,276.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,90,0,62,20,2.3,60,A
366963460,2020-06-14T00:00:29,44.75764,-92.86640,1.6,146.9,324.0,R CLAYTON MCWHORTER,,WDB8740,31,0,39,12,,,A
367014570,2020-06-14T00:00:24,29.74813,-95.10440,0.1,88.7,511.0,TRACIE L,,WDA2177,31,5,18,6,,52,A
367341340,2020-06-14T00:00:30,29.33678,-92.98946,0.1,185.1,511.0,MR ALEX,,WDE3593,90,5,37,10,,70,A
316018619,2020-06-14T00:00:26,49.20448,-123.06522,3.0,131.5,511.0,HARKEN NO 6,,,,15,,,,,A
367699340,2020-06-14T00:00:32,37.15796,-88.18794,4.5,177.5,511.0,ARTHUR E SNIDER,,WDI4504,31,15,43,10,,32,A
367518570,2020-06-14T00:00:34,27.94391,-90.87803,1.0,132.6,115.0,HARVEY INTERVENTION,IMO9581277,WDG2721,90,0,89,19,5.1,,A
316013007,2020-06-14T00:00:34,44.23262,-76.47705,0.0,283.2,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,90,0,62,20,2.3,60,A
367708150,2020-06-14T00:00:11,28.93929,-95.31785,0.3,227.5,296.0,H DOUGLAS M,IMO9794161,WDI5400,31,0,22,,,,A
366734650,2020-06-14T00:00:21,60.54581,-145.76635,0.0,93.3,511.0,PACIFIC MAIDEN,IMO8886981,WCX5300,30,,21,7,,,B
367291000,2020-06-14T00:00:11,36.88182,-76.35076,0.0,206.8,511.0,CG HARRIET LANE,,NHNC,90,5,82,11,,,A
367169320,2020-06-14T00:00:12,38.85204,-90.11235,0.0,275.3,511.0,PAT PICKETT,,WDD6184,31,0,22,8,,,A
367647650,2020-06-14T00:00:01,41.42267,-88.19070,0.0,235.9,511.0,CAPT GARY E MOSS,,WDH7389,31,12,25,,,,A
338212966,2020-06-14T00:00:33,48.00261,-122.21996,0.0,360.0,511.0,KERMIT,,,37,,,,,,B
367655190,2020-06-14T00:00:05,29.23129,-90.21307,0.0,323.6,511.0,LAUREN FRANCES,IMO9752113,WDH8153,90,1,41,23,,,A
368098000,2020-06-14T00:00:23,28.91261,-89.42357,1.7,30.4,31.0,STUYVESANT,IMO7915838,WNFX,90,3,124,21,8.4,33,A
367377890,2020-06-14T00:00:23,38.85141,-90.11787,0.0,252.1,297.0,STAN HUMPHREYS,,WDE6252,31,12,32,9,,,A
367071290,2020-06-14T00:00:15,32.71126,-117.22338,10.3,229.4,511.0,OSPREY,IMO0000000,WDC7429,37,,0,0,,,B
368088340,2020-06-14T00:00:20,38.87028,-76.39346,17.3,4.1,511.0,ANDREA'S REVENGE,IMO0000000,WDK7841,37,,33,4,,,B
319089900,2020-06-14T00:00:23,26.11135,-80.10827,0.0,310.8,100.0,ACALA,,ZGFG5,37,5,,,,,A
